1st_f g_2024-12-02_raw
 
ForceDisplay	Rep	Set	timer	X	Y	Z	A	M
Low Viscosity	1	1	00:02:789	03.9583	01.5954	66.0000	021.951	004.268
Low Viscosity	1	1	00:02:797	03.9583	01.5954	66.0000	021.951	004.268
Low Viscosity	1	1	00:02:805	03.9599	01.4336	66.0000	019.902	004.211
Low Viscosity	1	1	00:02:813	03.9599	01.4336	66.0000	019.902	004.211
Low Viscosity	1	1	00:02:821	03.9615	01.2717	66.0000	017.797	004.161
Low Viscosity	1	1	00:02:829	03.9615	01.2717	66.0000	017.797	004.161
Low Viscosity	1	1	00:02:837	03.9615	01.2717	66.0000	017.797	004.161
Low Viscosity	1	1	00:02:864	03.9635	01.0634	66.0000	015.018	004.104
Low Viscosity	1	1	00:02:872	03.9648	00.9244	66.0000	013.124	004.071
Low Viscosity	1	1	00:02:879	03.9648	00.9244	66.0000	013.124	004.071
Low Viscosity	1	1	00:02:888	03.9652	00.8780	66.0000	012.486	004.061
Low Viscosity	1	1	00:02:895	03.9652	00.8780	66.0000	012.486	004.061
Low Viscosity	1	1	00:02:904	03.9654	00.8548	66.0000	012.165	004.057
Low Viscosity	1	1	00:02:911	03.9654	00.8548	66.0000	012.165	004.057
Low Viscosity	1	1	00:02:919	03.9654	00.8548	66.0000	012.165	004.057
Low Viscosity	1	1	00:02:928	03.9663	00.8538	66.0000	012.149	004.057
Low Viscosity	1	1	00:02:935	03.9663	00.8538	66.0000	012.149	004.057
Low Viscosity	1	1	00:02:943	03.9669	00.8760	66.0000	012.453	004.062
Low Viscosity	1	1	00:02:951	03.9669	00.8760	66.0000	012.453	004.062
Low Viscosity	1	1	00:02:959	03.9669	00.8760	66.0000	012.453	004.062
Low Viscosity	1	1	00:02:968	04.0116	01.0594	66.0000	014.793	004.149
Low Viscosity	1	1	00:02:975	04.0116	01.0594	66.0000	014.793	004.149
Low Viscosity	1	1	00:02:986	04.0352	01.2870	66.0000	017.690	004.235
Low Viscosity	1	1	00:02:998	04.0352	01.2870	66.0000	017.690	004.235
Low Viscosity	1	1	00:03:030	04.0594	01.7198	66.0000	022.961	004.409
Low Viscosity	1	1	00:03:041	04.0856	02.5380	66.0000	031.849	004.810
Low Viscosity	1	1	00:03:051	04.1090	02.8561	66.0000	034.802	005.004
Low Viscosity	1	1	00:03:061	04.1090	02.8561	66.0000	034.802	005.004
Low Viscosity	1	1	00:03:072	04.1342	03.3317	66.0000	038.865	005.310
Low Viscosity	1	1	00:03:081	04.1357	03.5124	66.0000	040.341	005.426
Low Viscosity	1	1	00:03:089	04.1357	03.5124	66.0000	040.341	005.426
Low Viscosity	1	1	00:03:097	04.1357	03.5124	66.0000	040.341	005.426
